invoice_id,customer_id,amount_due,currency,invoice_date,due_date,status_hint
INV-0006178,CUST-00501,1872.80,EUR,2025-02-13,2025-03-20,
INV-0006179,CUST-00069,320.96,EUR,2025-01-27,2025-03-08,
INV-0006180,CUST-00873,3201.82,EUR,2025-07-05,2025-07-31,
INV-0006181,CUST-00614,509.09,EUR,2025-08-18,2025-09-23,
INV-0006182,CUST-00315,1382.76,EUR,2025-04-28,2025-05-28,
INV-0006183,CUST-00654,1113.38,EUR,2025-03-14,2025-04-09,
INV-0006184,CUST-00449,4375.53,EUR,2025-06-01,2025-06-15,
INV-0006185,CUST-00854,3957.88,EUR,2025-08-25,2025-09-08,
INV-0006186,CUST-00365,2923.88,EUR,2025-12-26,2026-02-07,
INV-0006187,CUST-00471,1037.22,EUR,2025-05-29,2025-07-13,
INV-0006188,CUST-00209,231.40,EUR,2025-04-29,2025-06-06,
INV-0006189,CUST-00523,2694.86,EUR,2025-04-24,2025-05-13,
INV-0006190,CUST-00128,2672.76,EUR,2025-08-04,2025-08-16,
INV-0006191,CUST-00895,3948.20,EUR,2025-12-19,2026-01-07,
INV-0006192,CUST-00246,4136.22,EUR,2025-09-24,2025-11-08,
INV-0006193,CUST-00187,2164.26,EUR,2025-01-20,2025-02-28,
INV-0006194,CUST-00486,2554.84,EUR,2025-03-31,2025-05-12,
INV-0006195,CUST-00070,1795.50,EUR,2025-03-31,2025-05-07,
INV-0006196,CUST-00557,2402.33,EUR,2025-01-05,2025-01-30,
INV-0006197,CUST-00848,2796.52,EUR,2025-04-05,2025-05-02,
INV-0006198,CUST-00701,359.84,EUR,2025-04-03,2025-04-17,
INV-0006199,CUST-00456,3472.97,EUR,2025-07-29,2025-08-25,
INV-0006200,CUST-00852,3321.42,EUR,2025-06-17,2025-07-08,
INV-0006201,CUST-00495,4070.23,EUR,2025-09-20,2025-09-30,
INV-0006202,CUST-00104,2583.83,EUR,2025-02-24,2025-03-25,
INV-0006203,CUST-00436,3443.52,EUR,2025-04-07,2025-05-02,
INV-0006204,CUST-00286,4353.31,EUR,2025-09-12,2025-09-24,
INV-0006205,CUST-00753,2421.99,EUR,2025-07-13,2025-07-30,
INV-0006206,CUST-00607,4054.91,EUR,2025-10-29,2025-11-09,
INV-0006207,CUST-00318,1161.20,EUR,2025-07-22,2025-08-06,
INV-0006208,CUST-00602,3042.78,EUR,2025-05-12,2025-06-12,
INV-0006209,CUST-00645,3979.64,EUR,2025-05-15,2025-06-12,
INV-0006210,CUST-00054,3067.48,EUR,2025-10-22,2025-12-05,
INV-0006211,CUST-00810,193.52,EUR,2025-01-19,2025-02-02,
INV-0006212,CUST-00050,2684.72,EUR,2025-10-11,2025-11-08,
INV-0006213,CUST-00492,1177.98,EUR,2025-01-09,2025-02-19,
INV-0006214,CUST-00928,1208.07,EUR,2025-12-17,2026-01-14,
INV-0006215,CUST-00168,521.24,EUR,2025-02-13,2025-03-26,
INV-0006216,CUST-00609,2077.51,EUR,2025-09-25,2025-10-20,
INV-0006217,CUST-00927,1473.07,EUR,2025-11-30,2025-12-25,
INV-0006218,CUST-00400,1420.83,EUR,2025-09-21,2025-10-31,
INV-0006219,CUST-00305,3115.30,EUR,2025-12-10,2026-01-15,
INV-0006220,CUST-00597,1885.03,EUR,2025-03-29,2025-05-10,
INV-0006221,CUST-00933,4390.37,EUR,2025-09-09,2025-10-07,
INV-0006222,CUST-00651,3564.39,EUR,2025-06-28,2025-08-07,
INV-0006223,CUST-00130,4729.97,EUR,2025-02-26,2025-04-11,
INV-0006224,CUST-00053,936.79,EUR,2025-02-06,2025-03-13,
INV-0006225,CUST-00764,2939.84,EUR,2025-10-03,2025-11-17,
INV-0006226,CUST-00677,4491.11,EUR,2025-11-20,2025-12-01,
INV-0006227,CUST-00840,731.41,EUR,2025-09-28,2025-11-08,
INV-0006228,CUST-00193,3214.52,EUR,2025-08-20,2025-09-01,
INV-0006229,CUST-00474,121.22,EUR,2025-06-18,2025-08-01,
INV-0006230,CUST-00542,1531.28,EUR,2025-05-15,2025-06-12,
INV-0006231,CUST-00831,539.46,EUR,2025-05-17,2025-06-06,
INV-0006232,CUST-00436,2506.88,EUR,2025-03-23,2025-05-02,
INV-0006233,CUST-00401,4911.11,EUR,2025-02-23,2025-03-07,
INV-0006234,CUST-00187,3644.29,EUR,2025-11-23,2025-12-01,
INV-0006235,CUST-00215,2664.41,EUR,2025-06-24,2025-07-28,
INV-0006236,CUST-00870,2705.06,EUR,2025-02-11,2025-03-26,
INV-0006237,CUST-00252,3068.29,EUR,2025-09-09,2025-10-20,
INV-0006238,CUST-00082,1411.76,EUR,2025-06-22,2025-08-04,
INV-0006239,CUST-00012,4443.16,EUR,2025-01-12,2025-02-24,
INV-0006240,CUST-00646,4237.32,EUR,2025-02-23,2025-03-30,
INV-0006241,CUST-00480,2906.61,EUR,2025-07-09,2025-08-05,
INV-0006242,CUST-00152,2823.36,EUR,2025-08-06,2025-09-09,
INV-0006243,CUST-00600,1078.24,EUR,2025-07-11,2025-07-23,
INV-0006244,CUST-00644,4153.84,EUR,2025-06-10,2025-07-19,
INV-0006245,CUST-00552,3766.75,EUR,2025-08-26,2025-09-02,
INV-0006246,CUST-00788,4188.87,EUR,2025-06-13,2025-07-02,
INV-0006247,CUST-00130,3383.01,EUR,2025-01-11,2025-01-25,
INV-0006248,CUST-00125,2899.58,EUR,2025-10-27,2025-11-08,
INV-0006249,CUST-00011,1280.67,EUR,2025-09-30,2025-10-15,
INV-0006250,CUST-00874,2888.85,EUR,2025-08-31,2025-09-26,
INV-0006251,CUST-00138,3249.28,EUR,2025-06-11,2025-07-10,
INV-0006252,CUST-00125,1254.58,EUR,2025-08-07,2025-08-16,
INV-0006253,CUST-00588,342.40,EUR,2025-09-29,2025-10-26,
INV-0006254,CUST-00847,2698.31,EUR,2025-02-21,2025-04-01,
INV-0006255,CUST-00735,658.93,EUR,2025-05-26,2025-06-22,
INV-0006256,CUST-00063,4402.63,EUR,2025-06-03,2025-06-23,
INV-0006257,CUST-00732,2332.14,EUR,2025-07-25,2025-08-05,
INV-0006258,CUST-00928,1749.09,EUR,2025-12-23,2026-02-01,
INV-0006259,CUST-00509,1067.93,EUR,2025-07-25,2025-08-09,
INV-0006260,CUST-00937,2227.36,EUR,2025-04-22,2025-05-21,
INV-0006261,CUST-00522,3617.09,EUR,2025-07-25,2025-09-06,
INV-0006262,CUST-00252,1084.48,EUR,2025-05-04,2025-05-14,
INV-0006263,CUST-00722,85.22,EUR,2025-06-20,2025-07-31,
INV-0006264,CUST-00330,4878.37,EUR,2025-08-09,2025-08-21,
INV-0006265,CUST-00376,3182.70,EUR,2025-05-30,2025-07-04,
INV-0006266,CUST-00682,1269.24,EUR,2025-11-30,2025-12-28,
INV-0006267,CUST-00882,1959.88,EUR,2025-07-12,2025-08-03,
INV-0006268,CUST-00599,2462.35,EUR,2025-04-06,2025-05-05,
INV-0006269,CUST-00356,3959.78,EUR,2025-03-01,2025-03-14,
INV-0006270,CUST-00389,1486.38,EUR,2025-07-21,2025-07-30,
INV-0006271,CUST-00676,713.42,EUR,2025-09-18,2025-10-10,
INV-0006272,CUST-00483,2456.49,EUR,2025-08-22,2025-08-30,
INV-0006273,CUST-00876,834.12,EUR,2025-11-01,2025-12-04,
INV-0006274,CUST-00785,3268.28,EUR,2025-07-29,2025-08-05,
INV-0006275,CUST-00352,4574.86,EUR,2025-06-01,2025-06-19,
INV-0006276,CUST-00534,456.92,EUR,2025-05-11,2025-06-03,
INV-0006277,CUST-00071,4094.15,EUR,2025-12-16,2026-01-18,
INV-0006278,CUST-00079,223.06,EUR,2025-02-23,2025-03-31,
INV-0006279,CUST-00982,4746.51,EUR,2025-11-21,2025-12-11,
INV-0006280,CUST-00343,2700.30,EUR,2025-11-22,2025-12-18,
INV-0006281,CUST-00420,4149.77,EUR,2025-01-22,2025-02-21,
INV-0006282,CUST-00987,665.98,EUR,2025-04-07,2025-05-19,
INV-0006283,CUST-00560,56.05,EUR,2025-09-09,2025-09-29,
INV-0006284,CUST-00009,1357.09,EUR,2025-09-07,2025-10-10,
INV-0006285,CUST-00214,2139.99,EUR,2025-09-18,2025-10-01,
INV-0006286,CUST-00270,3187.11,EUR,2025-12-13,2026-01-06,
INV-0006287,CUST-00465,624.49,EUR,2025-10-24,2025-11-14,
INV-0006288,CUST-00607,1619.09,EUR,2025-04-19,2025-04-27,
INV-0006289,CUST-00590,2088.22,EUR,2025-01-23,2025-02-25,
INV-0006290,CUST-00508,2040.55,EUR,2025-12-22,2026-02-05,
INV-0006291,CUST-00642,4827.69,EUR,2025-01-02,2025-02-14,
INV-0006292,CUST-00178,907.01,EUR,2025-10-02,2025-10-26,
INV-0006293,CUST-00962,3087.65,EUR,2025-08-21,2025-09-14,
INV-0006294,CUST-00893,1633.51,EUR,2025-06-29,2025-07-13,
INV-0006295,CUST-00877,3549.21,EUR,2025-06-18,2025-07-29,
INV-0006296,CUST-00767,4469.15,EUR,2025-03-11,2025-04-18,
INV-0006297,CUST-00127,2294.89,EUR,2025-04-11,2025-04-19,
INV-0006298,CUST-00658,4840.78,EUR,2025-10-11,2025-11-22,
INV-0006299,CUST-00123,3954.74,EUR,2025-07-16,2025-08-09,
INV-0006300,CUST-00795,3618.17,EUR,2025-01-18,2025-02-06,
INV-0006301,CUST-00313,4738.20,EUR,2025-10-30,2025-12-08,
INV-0006302,CUST-00779,2637.45,EUR,2025-02-03,2025-03-14,
INV-0006303,CUST-00506,1067.45,EUR,2025-08-29,2025-10-03,
INV-0006304,CUST-00668,3749.69,EUR,2025-09-20,2025-10-11,
INV-0006305,CUST-00750,1208.48,EUR,2025-07-27,2025-08-21,
INV-0006306,CUST-00780,2400.74,EUR,2025-01-08,2025-01-31,
INV-0006307,CUST-00097,1201.11,EUR,2025-01-05,2025-02-19,
INV-0006308,CUST-00013,3132.31,EUR,2025-02-27,2025-03-28,
INV-0006309,CUST-00198,2587.62,EUR,2025-11-23,2025-12-26,
INV-0006310,CUST-00993,164.80,EUR,2025-10-07,2025-10-22,
INV-0006311,CUST-00406,709.54,EUR,2025-05-16,2025-06-02,
INV-0006312,CUST-00994,245.62,EUR,2025-05-15,2025-05-26,
INV-0006313,CUST-00671,4244.54,EUR,2025-04-30,2025-05-12,
INV-0006314,CUST-00626,222.51,EUR,2025-12-01,2025-12-30,
INV-0006315,CUST-00462,2336.04,EUR,2025-01-04,2025-01-28,
INV-0006316,CUST-00777,1433.52,EUR,2025-01-11,2025-01-21,
INV-0006317,CUST-00725,3466.20,EUR,2025-12-20,2026-02-02,
INV-0006318,CUST-00859,3535.56,EUR,2025-02-21,2025-04-05,
INV-0006319,CUST-00221,839.83,EUR,2025-07-10,2025-08-01,
INV-0006320,CUST-00861,2776.65,EUR,2025-02-08,2025-02-18,
INV-0006321,CUST-00637,2439.47,EUR,2025-11-12,2025-12-08,
INV-0006322,CUST-00102,4776.02,EUR,2025-03-15,2025-03-31,
INV-0006323,CUST-00769,1421.39,EUR,2025-08-27,2025-09-04,
INV-0006324,CUST-00602,3664.44,EUR,2025-10-13,2025-11-19,
INV-0006325,CUST-00155,3734.82,EUR,2025-05-11,2025-06-23,
INV-0006326,CUST-00417,1063.20,EUR,2025-04-01,2025-05-01,
INV-0006327,CUST-00081,4959.69,EUR,2025-06-02,2025-06-18,
INV-0006328,CUST-00190,1483.58,EUR,2025-05-16,2025-06-05,
INV-0006329,CUST-00177,2125.12,EUR,2025-02-25,2025-04-07,
INV-0006330,CUST-00849,3128.19,EUR,2025-01-19,2025-02-07,
INV-0006331,CUST-00313,1943.73,EUR,2025-08-09,2025-08-22,
INV-0006332,CUST-00705,1938.34,EUR,2025-01-26,2025-03-04,
INV-0006333,CUST-00013,789.08,EUR,2025-07-24,2025-08-28,
INV-0006334,CUST-00712,3281.35,EUR,2025-01-29,2025-02-14,
INV-0006335,CUST-00798,223.98,EUR,2025-11-01,2025-11-29,
INV-0006336,CUST-00799,3972.49,EUR,2025-07-20,2025-08-22,
INV-0006337,CUST-00739,720.93,EUR,2025-10-20,2025-11-19,
INV-0006338,CUST-00202,2075.89,EUR,2025-10-06,2025-11-19,
INV-0006339,CUST-00032,99.38,EUR,2025-08-27,2025-10-03,
INV-0006340,CUST-00620,1599.29,EUR,2025-01-31,2025-02-13,
INV-0006341,CUST-00507,1254.81,EUR,2025-06-20,2025-08-02,
INV-0006342,CUST-00989,111.01,EUR,2025-08-25,2025-09-14,
INV-0006343,CUST-00631,2334.32,EUR,2025-04-08,2025-04-17,
INV-0006344,CUST-00671,2284.78,EUR,2025-03-24,2025-04-05,
INV-0006345,CUST-00112,1060.76,EUR,2025-07-14,2025-08-26,
INV-0006346,CUST-00043,3729.06,EUR,2025-08-30,2025-09-10,
INV-0006347,CUST-00671,1979.75,EUR,2025-03-14,2025-04-01,
INV-0006348,CUST-00123,173.51,EUR,2025-05-10,2025-06-06,
INV-0006349,CUST-00892,4614.14,EUR,2025-05-24,2025-06-26,
INV-0006350,CUST-00812,603.78,EUR,2025-09-11,2025-09-25,
INV-0006351,CUST-00584,877.56,EUR,2025-02-05,2025-03-14,
INV-0006352,CUST-00855,81.13,EUR,2025-05-12,2025-06-07,
INV-0006353,CUST-00251,2064.96,EUR,2025-03-16,2025-04-06,
INV-0006354,CUST-00778,1542.60,EUR,2025-03-09,2025-03-27,
INV-0006355,CUST-00370,763.91,EUR,2025-11-28,2025-12-30,
INV-0006356,CUST-00016,763.15,EUR,2025-04-03,2025-04-23,
INV-0006357,CUST-00934,2959.18,EUR,2025-02-12,2025-02-28,
INV-0006358,CUST-00978,3676.21,EUR,2025-12-07,2025-12-15,
INV-0006359,CUST-00598,1394.41,EUR,2025-08-17,2025-09-23,
INV-0006360,CUST-00905,942.46,EUR,2025-11-12,2025-11-20,
INV-0006361,CUST-00214,3388.29,EUR,2025-08-04,2025-09-02,
INV-0006362,CUST-00324,517.15,EUR,2025-03-08,2025-04-14,
INV-0006363,CUST-00419,440.57,EUR,2025-08-27,2025-10-11,
INV-0006364,CUST-00838,1535.53,EUR,2025-10-13,2025-10-21,
INV-0006365,CUST-00994,4854.84,EUR,2025-03-10,2025-04-03,
INV-0006366,CUST-00971,1757.48,EUR,2025-12-21,2026-01-19,
INV-0006367,CUST-00599,2723.25,EUR,2025-02-27,2025-03-30,
INV-0006368,CUST-00038,700.50,EUR,2025-02-24,2025-04-08,
INV-0006369,CUST-00684,596.68,EUR,2025-10-02,2025-11-15,
INV-0006370,CUST-00945,4215.89,EUR,2025-03-29,2025-05-02,
INV-0006371,CUST-00554,4410.17,EUR,2025-12-26,2026-01-20,
INV-0006372,CUST-00751,3052.92,EUR,2025-10-02,2025-11-04,
INV-0006373,CUST-00262,2420.90,EUR,2025-08-08,2025-09-16,
INV-0006374,CUST-00691,2135.44,EUR,2025-04-20,2025-05-26,
INV-0006375,CUST-00389,4995.68,EUR,2025-01-05,2025-02-13,
INV-0006376,CUST-00539,1382.71,EUR,2025-08-22,2025-09-14,
INV-0006377,CUST-00025,2580.30,EUR,2025-04-29,2025-06-03,
INV-0006378,CUST-00841,3303.88,EUR,2025-02-15,2025-03-30,
INV-0006379,CUST-00113,2880.84,EUR,2025-09-09,2025-10-04,
INV-0006380,CUST-00635,4239.54,EUR,2025-03-08,2025-03-20,
INV-0006381,CUST-00448,1538.84,EUR,2025-01-26,2025-02-27,
INV-0006382,CUST-00585,3698.04,EUR,2025-09-28,2025-10-17,
INV-0006383,CUST-00403,3059.25,EUR,2025-11-17,2025-12-02,
INV-0006384,CUST-00854,1027.03,EUR,2025-06-16,2025-07-07,
INV-0006385,CUST-00286,2724.65,EUR,2025-09-19,2025-10-23,
INV-0006386,CUST-00277,2272.78,EUR,2025-01-21,2025-03-01,
INV-0006387,CUST-00162,630.48,EUR,2025-10-21,2025-11-30,
INV-0006388,CUST-00421,1626.88,EUR,2025-08-10,2025-08-28,
INV-0006389,CUST-00152,3586.36,EUR,2025-01-05,2025-01-22,
INV-0006390,CUST-00068,4989.46,EUR,2025-04-13,2025-05-21,
INV-0006391,CUST-00703,4697.06,EUR,2025-03-17,2025-03-24,
INV-0006392,CUST-00368,4518.18,EUR,2025-01-01,2025-01-21,
INV-0006393,CUST-00780,1128.13,EUR,2025-02-01,2025-02-09,
INV-0006394,CUST-00019,2765.29,EUR,2025-07-12,2025-08-03,
INV-0006395,CUST-00813,1493.87,EUR,2026-01-01,2026-02-02,
INV-0006396,CUST-00465,1234.40,EUR,2025-02-26,2025-03-05,
INV-0006397,CUST-00004,2604.98,EUR,2025-10-20,2025-12-02,
INV-0006398,CUST-00093,650.52,EUR,2025-03-02,2025-04-03,
INV-0006399,CUST-00818,63.12,EUR,2025-10-24,2025-11-05,
INV-0006400,CUST-00394,2860.20,EUR,2025-11-18,2025-12-04,
INV-0006401,CUST-00841,1213.73,EUR,2025-12-17,2026-01-24,
INV-0006402,CUST-00207,4672.40,EUR,2025-10-25,2025-12-05,
INV-0006403,CUST-00968,3878.01,EUR,2025-08-24,2025-09-02,
INV-0006404,CUST-00398,94.09,EUR,2025-06-22,2025-07-18,
INV-0006405,CUST-00557,4945.51,EUR,2025-02-12,2025-03-26,
INV-0006406,CUST-00436,2426.14,EUR,2025-05-13,2025-06-13,
INV-0006407,CUST-00251,251.12,EUR,2025-01-12,2025-02-26,
INV-0006408,CUST-00836,4213.73,EUR,2025-10-29,2025-12-07,
INV-0006409,CUST-00284,3437.27,EUR,2025-05-08,2025-06-11,
INV-0006410,CUST-00122,4457.08,EUR,2025-05-06,2025-06-10,
INV-0006411,CUST-00085,4651.37,EUR,2025-09-25,2025-10-07,
INV-0006412,CUST-00326,507.71,EUR,2025-11-06,2025-12-18,
INV-0006413,CUST-00662,1878.43,EUR,2025-05-13,2025-06-10,
INV-0006414,CUST-00514,750.53,EUR,2025-10-21,2025-11-16,
INV-0006415,CUST-00154,4865.25,EUR,2025-04-07,2025-04-30,
INV-0006416,CUST-00825,4246.93,EUR,2025-01-07,2025-01-18,
INV-0006417,CUST-00372,1057.09,EUR,2025-05-03,2025-05-27,
INV-0006418,CUST-00423,2085.02,EUR,2025-08-17,2025-09-13,
INV-0006419,CUST-00385,4720.08,EUR,2025-11-07,2025-12-22,
INV-0006420,CUST-00257,1452.75,EUR,2025-12-27,2026-01-20,
INV-0006421,CUST-00884,2051.89,EUR,2025-08-15,2025-08-31,
INV-0006422,CUST-00734,315.66,EUR,2025-01-30,2025-03-13,
INV-0006423,CUST-00142,1371.63,EUR,2025-11-26,2025-12-04,
INV-0006424,CUST-00830,739.43,EUR,2025-10-04,2025-10-16,
INV-0006425,CUST-00706,2559.63,EUR,2025-03-12,2025-04-02,
INV-0006426,CUST-00526,2261.35,EUR,2025-05-28,2025-06-04,
INV-0006427,CUST-00153,4806.81,EUR,2025-07-20,2025-08-05,
INV-0006428,CUST-00035,2677.85,EUR,2025-09-14,2025-09-25,
INV-0006429,CUST-00509,1347.30,EUR,2025-06-16,2025-07-01,
INV-0006430,CUST-00479,1175.64,EUR,2025-07-03,2025-07-22,
INV-0006431,CUST-00422,1592.29,EUR,2025-04-24,2025-05-23,
INV-0006432,CUST-00466,136.11,EUR,2025-05-31,2025-06-12,
INV-0006433,CUST-00164,3117.79,EUR,2025-10-14,2025-10-29,
INV-0006434,CUST-00565,3521.04,EUR,2025-02-24,2025-04-07,
INV-0006435,CUST-00119,3448.76,EUR,2025-02-05,2025-02-23,
INV-0006436,CUST-00806,3176.16,EUR,2025-06-17,2025-07-16,
INV-0006437,CUST-00579,138.60,EUR,2025-12-07,2026-01-08,
INV-0006438,CUST-00118,4422.68,EUR,2025-02-01,2025-03-09,
INV-0006439,CUST-00617,905.82,EUR,2025-01-29,2025-02-21,
INV-0006440,CUST-00437,2071.57,EUR,2025-01-28,2025-02-09,
INV-0006441,CUST-00131,2829.71,EUR,2025-09-25,2025-10-11,
INV-0006442,CUST-00470,479.00,EUR,2025-02-15,2025-03-05,
INV-0006443,CUST-00206,4918.87,EUR,2025-03-07,2025-04-19,
INV-0006444,CUST-00753,4951.52,EUR,2025-11-18,2025-12-22,
INV-0006445,CUST-00071,1786.70,EUR,2025-03-06,2025-03-14,
INV-0006446,CUST-00671,4527.02,EUR,2025-09-30,2025-10-30,
INV-0006447,CUST-00012,2513.90,EUR,2025-08-08,2025-09-11,
INV-0006448,CUST-00770,1659.26,EUR,2025-05-13,2025-06-08,
INV-0006449,CUST-00391,3640.76,EUR,2025-06-06,2025-06-24,
INV-0006450,CUST-00916,764.42,EUR,2025-08-14,2025-09-16,
INV-0006451,CUST-00225,4268.04,EUR,2025-06-03,2025-07-04,
INV-0006452,CUST-00846,4833.64,EUR,2025-02-24,2025-03-08,
INV-0006453,CUST-00341,1221.16,EUR,2025-07-07,2025-08-14,
INV-0006454,CUST-00737,3730.43,EUR,2025-11-17,2025-12-07,
INV-0006455,CUST-00988,3672.85,EUR,2025-09-09,2025-09-25,
INV-0006456,CUST-00266,1212.65,EUR,2025-10-13,2025-11-15,
INV-0006457,CUST-00086,2481.29,EUR,2025-07-29,2025-09-08,
INV-0006458,CUST-00174,857.75,EUR,2025-06-12,2025-06-25,
INV-0006459,CUST-00768,3412.98,EUR,2025-08-23,2025-09-10,
INV-0006460,CUST-00404,2292.66,EUR,2025-01-02,2025-02-10,
INV-0006461,CUST-00402,4244.15,EUR,2025-12-27,2026-01-27,
INV-0006462,CUST-00958,1787.86,EUR,2025-12-24,2026-01-25,
INV-0006463,CUST-00976,805.58,EUR,2025-03-08,2025-04-01,
INV-0006464,CUST-00079,4784.14,EUR,2025-11-15,2025-12-20,
INV-0006465,CUST-00906,4989.06,EUR,2025-10-07,2025-11-11,
INV-0006466,CUST-00523,4288.48,EUR,2025-05-19,2025-06-13,
INV-0006467,CUST-00485,2362.05,EUR,2025-02-11,2025-02-28,
INV-0006468,CUST-00593,347.44,EUR,2025-04-17,2025-05-17,
INV-0006469,CUST-00016,230.67,EUR,2025-02-25,2025-04-05,
INV-0006470,CUST-00311,2527.96,EUR,2025-09-05,2025-10-01,
INV-0006471,CUST-00997,770.59,EUR,2025-05-01,2025-05-28,
INV-0006472,CUST-00885,1395.78,EUR,2025-04-18,2025-05-14,
INV-0006473,CUST-00055,1570.83,EUR,2025-08-03,2025-09-03,
INV-0006474,CUST-00561,804.18,EUR,2025-02-26,2025-03-14,
INV-0006475,CUST-00089,1714.58,EUR,2025-11-23,2025-12-27,
INV-0006476,CUST-00864,1301.25,EUR,2025-07-02,2025-07-19,
INV-0006477,CUST-00366,1321.05,EUR,2025-03-30,2025-04-07,
INV-0006478,CUST-00994,2028.36,EUR,2025-12-20,2026-01-13,
INV-0006479,CUST-00821,1451.12,EUR,2025-02-15,2025-03-01,
INV-0006480,CUST-00104,3369.37,EUR,2025-11-10,2025-12-18,
INV-0006481,CUST-00793,1018.05,EUR,2025-10-09,2025-10-21,
INV-0006482,CUST-00544,776.42,EUR,2025-05-08,2025-05-15,
INV-0006483,CUST-00878,3360.02,EUR,2025-04-30,2025-05-26,
INV-0006484,CUST-00231,1719.95,EUR,2025-10-28,2025-11-22,
INV-0006485,CUST-00513,4378.44,EUR,2025-09-15,2025-10-03,
INV-0006486,CUST-00742,370.63,EUR,2025-09-22,2025-10-16,
INV-0006487,CUST-00601,4016.79,EUR,2025-10-02,2025-10-10,
INV-0006488,CUST-00415,2055.50,EUR,2025-01-10,2025-02-08,
INV-0006489,CUST-00868,536.78,EUR,2025-02-21,2025-03-02,
INV-0006490,CUST-00187,500.98,EUR,2025-07-09,2025-08-04,
INV-0006491,CUST-00201,3299.73,EUR,2025-05-23,2025-06-04,
INV-0006492,CUST-00822,3644.73,EUR,2025-05-07,2025-05-15,
INV-0006493,CUST-00122,3555.75,EUR,2025-01-27,2025-02-22,
INV-0006494,CUST-00626,3732.67,EUR,2025-09-28,2025-11-01,
INV-0006495,CUST-00005,4127.79,EUR,2025-05-03,2025-06-10,
INV-0006496,CUST-00146,547.38,EUR,2025-11-25,2026-01-03,
INV-0006497,CUST-00395,311.71,EUR,2025-01-30,2025-02-18,
INV-0006498,CUST-00168,359.29,EUR,2025-12-24,2026-01-12,
INV-0006499,CUST-00108,2993.64,EUR,2025-10-09,2025-11-22,
INV-0006500,CUST-00638,3041.73,EUR,2025-01-26,2025-02-07,
INV-0006501,CUST-00092,4047.56,EUR,2025-01-17,2025-01-24,
INV-0006502,CUST-00215,1524.18,EUR,2025-09-01,2025-09-15,
INV-0006503,CUST-00247,579.34,EUR,2025-12-20,2026-01-27,
INV-0006504,CUST-00766,539.56,EUR,2025-08-27,2025-10-08,
INV-0006505,CUST-00425,275.66,EUR,2025-02-23,2025-03-26,
INV-0006506,CUST-00906,4640.20,EUR,2025-07-01,2025-07-11,
INV-0006507,CUST-00740,2561.27,EUR,2025-02-20,2025-04-05,
INV-0006508,CUST-00664,1460.23,EUR,2025-11-22,2025-12-28,
INV-0006509,CUST-00842,2643.22,EUR,2025-07-06,2025-07-13,
INV-0006510,CUST-00644,646.38,EUR,2025-04-16,2025-05-21,
INV-0006511,CUST-00349,1156.11,EUR,2025-09-29,2025-10-16,
INV-0006512,CUST-00724,640.93,EUR,2025-08-30,2025-09-16,
INV-0006513,CUST-00572,2666.00,EUR,2025-08-16,2025-09-25,
INV-0006514,CUST-00763,67.14,EUR,2025-03-12,2025-04-17,
INV-0006515,CUST-00614,3814.24,EUR,2025-04-27,2025-06-02,
INV-0006516,CUST-00115,4730.19,EUR,2025-02-24,2025-03-30,
INV-0006517,CUST-00029,2785.00,EUR,2025-09-20,2025-10-04,
INV-0006518,CUST-00798,3097.07,EUR,2025-03-21,2025-04-05,
INV-0006519,CUST-00916,1053.87,EUR,2025-11-02,2025-12-16,
INV-0006520,CUST-00649,4939.83,EUR,2025-05-09,2025-06-15,
INV-0006521,CUST-00503,3885.72,EUR,2025-10-02,2025-10-21,
INV-0006522,CUST-00497,1727.30,EUR,2025-04-27,2025-05-06,
INV-0006523,CUST-00459,4397.62,EUR,2025-10-14,2025-10-27,
INV-0006524,CUST-00922,4519.54,EUR,2025-04-04,2025-04-29,
INV-0006525,CUST-00561,123.88,EUR,2025-10-09,2025-11-08,
INV-0006526,CUST-00804,1791.90,EUR,2025-09-14,2025-09-23,
INV-0006527,CUST-00016,890.10,EUR,2025-05-12,2025-06-06,
INV-0006528,CUST-00199,4002.09,EUR,2025-03-11,2025-03-31,
INV-0006529,CUST-00898,2006.54,EUR,2025-04-06,2025-04-23,
INV-0006530,CUST-00994,4129.99,EUR,2025-07-20,2025-09-02,
INV-0006531,CUST-00039,3957.24,EUR,2025-07-16,2025-08-30,
INV-0006532,CUST-00685,3828.92,EUR,2025-10-10,2025-11-08,
INV-0006533,CUST-00868,2306.67,EUR,2025-07-23,2025-08-29,
INV-0006534,CUST-00021,1975.22,EUR,2025-08-15,2025-09-13,
INV-0006535,CUST-00068,2212.81,EUR,2025-12-20,2026-01-03,
INV-0006536,CUST-00252,2911.42,EUR,2025-07-06,2025-07-22,
INV-0006537,CUST-00092,1643.18,EUR,2025-03-01,2025-04-03,
INV-0006538,CUST-00917,1526.05,EUR,2025-03-16,2025-04-16,
INV-0006539,CUST-00075,71.84,EUR,2025-01-05,2025-01-25,
INV-0006540,CUST-00203,1851.69,EUR,2025-11-29,2026-01-08,
INV-0006541,CUST-00786,1327.24,EUR,2025-03-22,2025-04-16,
INV-0006542,CUST-00869,1098.81,EUR,2025-12-22,2026-01-05,
INV-0006543,CUST-00635,2714.06,EUR,2025-04-24,2025-06-06,
INV-0006544,CUST-00141,1478.36,EUR,2025-05-30,2025-07-08,
INV-0006545,CUST-00068,1140.93,EUR,2025-01-06,2025-02-01,
INV-0006546,CUST-00935,580.33,EUR,2025-08-06,2025-09-20,
