payment_id,invoice_id,customer_id,amount_paid,currency,payment_date,reference
PAY-00016214,INV-0016965,CUST-00555,1796.03,EUR,2025-07-10,overpay
PAY-00001471,INV-0001552,CUST-00409,1349.66,EUR,2025-08-30,full-match
PAY-00005466,INV-0005702,CUST-00365,2019.52,EUR,2025-11-08,full-match
PAY-00009189,INV-0009632,CUST-00088,2061.62,EUR,2025-07-17,full-match
PAY-00007644,INV-0008018,CUST-00009,3042.71,EUR,2025-05-29,full-match
PAY-00003098,INV-0003241,CUST-00609,532.13,EUR,2025-07-18,duplicate
PAY-00012402,INV-0012990,CUST-01000,3312.20,EUR,2025-04-29,partial
PAY-00020246,INV-X-0032826,CUST-00280,5397.28,EUR,2025-04-26,noise
PAY-00003495,INV-0003651,CUST-00327,687.26,EUR,2025-11-06,full-match
PAY-00017125,INV-0017899,CUST-00150,2346.06,EUR,2025-05-26,full-match
PAY-00019652,INV-X-0015351,CUST-00181,3470.66,EUR,2025-09-14,noise
PAY-00016341,INV-0017097,CUST-00558,4624.27,EUR,2025-08-20,full-match
PAY-00010585,INV-0011092,CUST-00413,2316.64,EUR,2025-11-25,full-match
PAY-00000288,INV-0000307,CUST-00136,3943.24,EUR,2025-08-28,full-match
PAY-00013869,INV-0014528,CUST-00799,682.19,EUR,2025-12-29,full-match
PAY-00006940,INV-0007274,CUST-00066,1577.42,EUR,2025-09-24,full-match
PAY-00017056,INV-0017834,CUST-00366,4026.87,EUR,2025-07-29,full-match
PAY-00002263,INV-0002367,CUST-00054,1294.09,EUR,2025-12-19,overpay
PAY-00020641,INV-X-0011305,CUST-00878,4147.49,EUR,2025-01-01,noise
PAY-00000824,INV-0000858,CUST-00106,1601.09,EUR,2025-06-20,full-match
PAY-00002024,INV-0002119,CUST-00535,2852.80,EUR,2025-12-16,partial
PAY-00024718,INV-X-0037432,CUST-00625,3022.15,EUR,2025-01-12,noise
PAY-00013029,INV-0013660,CUST-00171,3397.42,EUR,2025-08-27,full-match
PAY-00019561,INV-X-0029199,CUST-00015,6552.81,EUR,2025-02-10,noise
PAY-00005051,INV-0005273,CUST-00622,2042.77,EUR,2025-09-23,full-match
PAY-00011776,INV-0012350,CUST-00551,4849.18,EUR,2025-12-28,full-match
PAY-00017436,INV-0018228,CUST-00302,4212.71,EUR,2025-08-19,full-match
PAY-00007196,INV-0007546,CUST-00275,2289.24,EUR,2025-03-20,full-match
PAY-00008405,INV-0008818,CUST-00089,3163.90,EUR,2026-01-08,suspicious-customer-mismatch
PAY-00017363,INV-0018155,CUST-00186,535.56,EUR,2025-08-11,full-match
PAY-00016964,INV-0017735,CUST-00520,1108.32,EUR,2025-04-01,full-match
PAY-00014500,INV-0015176,CUST-00516,2309.02,EUR,2025-06-23,full-match
PAY-00012164,INV-0012748,CUST-00431,4969.06,EUR,2025-11-03,full-match
PAY-00024702,INV-X-0034577,CUST-00678,1097.63,EUR,2026-02-04,noise
PAY-00016267,INV-0017017,CUST-00999,4977.21,EUR,2025-12-06,duplicate
PAY-00008416,INV-0008828,CUST-00375,4738.69,EUR,2025-08-06,full-match
PAY-00013736,INV-0014391,CUST-00920,2442.87,EUR,2025-08-02,full-match
PAY-00024540,INV-X-0001874,CUST-00978,4126.60,EUR,2025-12-09,noise
PAY-00009173,INV-0009617,CUST-00204,2068.34,EUR,2026-01-08,overpay
PAY-00019822,INV-X-0011847,CUST-00720,2505.96,EUR,2025-05-11,noise
PAY-00011374,INV-0011921,CUST-00631,2813.93,EUR,2025-06-11,full-match
PAY-00003484,INV-0003640,CUST-00228,4433.66,EUR,2025-05-08,full-match
PAY-00016555,INV-0017313,CUST-00645,1626.10,EUR,2026-01-10,full-match
PAY-00014959,INV-0015632,CUST-00328,1938.53,EUR,2026-01-13,full-match
PAY-00004765,INV-0004970,CUST-00689,4161.54,EUR,2025-04-11,full-match
PAY-00003635,INV-0003792,CUST-00508,857.50,EUR,2025-03-04,full-match
PAY-00021840,INV-X-0034400,CUST-00838,3389.98,EUR,2025-10-27,noise
PAY-00015343,INV-0016054,CUST-00360,4411.40,EUR,2025-05-30,full-match
PAY-00005281,INV-0005511,CUST-00164,1972.65,EUR,2025-09-03,full-match
PAY-00021832,INV-X-0039751,CUST-00317,1256.90,EUR,2025-05-28,noise
PAY-00000933,INV-0000976,CUST-00140,4880.51,EUR,2025-10-05,duplicate
PAY-00000852,INV-0000887,CUST-00683,3721.38,EUR,2025-04-14,full-match
PAY-00018802,INV-0019642,CUST-00531,1702.30,EUR,2025-08-10,duplicate
PAY-00022403,INV-X-0002359,CUST-00883,918.77,EUR,2025-01-08,noise
PAY-00002829,INV-0002962,CUST-00848,1933.33,EUR,2025-02-28,full-match
PAY-00010395,INV-0010889,CUST-00676,2554.44,EUR,2025-11-18,full-match
PAY-00013005,,CUST-00988,1729.03,EUR,2025-05-29,missing-invoice-id
PAY-00023558,INV-X-0019906,CUST-00557,1377.02,EUR,2025-03-28,noise
PAY-00021438,INV-X-0009506,CUST-00229,3056.25,EUR,2025-10-10,noise
PAY-00004913,INV-0005129,CUST-00819,1663.59,EUR,2025-06-21,full-match
PAY-00021207,INV-X-0000532,CUST-00580,189.18,EUR,2025-12-31,noise
PAY-00018981,INV-0019826,CUST-00966,2153.75,EUR,2025-07-23,full-match
PAY-00018697,INV-0019537,CUST-00905,4715.93,EUR,2025-10-28,full-match
PAY-00005098,INV-0005327,CUST-00574,4523.87,EUR,2025-04-19,duplicate
PAY-00008853,INV-0009281,CUST-00636,1772.45,EUR,2025-10-17,partial
PAY-00007845,INV-0008239,CUST-00881,1875.92,EUR,2026-02-21,full-match
PAY-00012369,INV-0012956,CUST-00044,2858.39,EUR,2025-04-14,full-match
PAY-00012442,INV-0013033,CUST-00398,3414.38,EUR,2025-06-24,partial
PAY-00005103,INV-0005330,CUST-00603,1805.47,EUR,2026-01-17,full-match
PAY-00004379,INV-0004562,CUST-00043,267.87,EUR,2025-02-10,full-match
PAY-00024534,INV-X-0035952,CUST-00149,5041.20,EUR,2026-01-09,noise
PAY-00006524,INV-0006836,CUST-00794,3025.60,EUR,2025-09-03,overpay
PAY-00010683,INV-0011196,CUST-00111,495.45,EUR,2025-04-07,full-match
PAY-00003013,INV-0003157,CUST-00208,3911.10,EUR,2025-04-22,full-match
PAY-00000418,INV-0000440,CUST-00612,717.88,EUR,2025-04-22,partial
PAY-00009698,INV-0010165,CUST-00060,3090.98,EUR,2025-05-05,full-match
PAY-00002174,INV-0002271,CUST-00694,835.10,EUR,2025-10-05,full-match
PAY-00021704,INV-X-0000020,CUST-00771,4606.42,EUR,2026-01-02,noise
PAY-00007075,INV-0007415,CUST-00379,3948.29,EUR,2026-01-02,full-match
PAY-00022932,INV-X-0008235,CUST-00597,2638.02,EUR,2026-02-16,noise
PAY-00006273,INV-0006562,CUST-00519,537.39,EUR,2025-07-28,full-match
PAY-00020305,INV-X-0037704,CUST-00575,6246.90,EUR,2025-12-22,noise
PAY-00014928,INV-0015605,CUST-00065,2252.30,EUR,2025-04-09,full-match
PAY-00016449,INV-0017206,CUST-00250,2743.26,EUR,2025-07-13,full-match
PAY-00009994,INV-0010470,CUST-00743,2438.45,EUR,2025-10-30,full-match
PAY-00011957,INV-0012531,CUST-00034,3014.87,EUR,2025-10-29,duplicate
PAY-00003331,INV-0003487,CUST-00037,4235.14,EUR,2025-10-06,full-match
PAY-00012905,INV-0013529,CUST-00120,3869.95,EUR,2025-12-22,full-match
PAY-00009507,INV-0009966,CUST-00201,3757.48,EUR,2025-09-28,full-match
PAY-00014263,INV-0014932,CUST-00741,926.13,EUR,2025-04-20,duplicate
PAY-00006661,INV-0006980,CUST-00676,847.27,EUR,2025-10-30,partial
PAY-00016491,INV-0017248,CUST-00015,432.55,EUR,2025-08-30,partial
PAY-00011657,INV-0012226,CUST-00784,1362.43,EUR,2025-10-19,overpay
PAY-00001678,INV-0001767,CUST-00494,4810.60,EUR,2025-03-06,full-match
PAY-00010108,INV-0010587,CUST-00593,1214.56,EUR,2025-03-23,duplicate
PAY-00016084,INV-0016831,CUST-00107,2116.87,EUR,2025-04-30,full-match
PAY-00006684,INV-0007005,CUST-00744,3506.21,EUR,2025-03-29,full-match
PAY-00002806,INV-0002942,CUST-00765,732.12,EUR,2026-01-13,full-match
PAY-00015588,INV-0016309,CUST-00070,572.54,EUR,2025-04-13,full-match
PAY-00004590,INV-0004789,CUST-00472,353.31,EUR,2025-09-19,full-match
PAY-00016908,INV-0017679,CUST-00435,2439.59,EUR,2025-02-08,full-match
PAY-00018031,INV-0018839,CUST-00241,61.27,EUR,2025-11-25,full-match
PAY-00016763,INV-0017533,CUST-00471,1082.69,EUR,2025-03-26,full-match
PAY-00021801,INV-X-0038335,CUST-00964,1054.11,EUR,2025-06-20,noise
PAY-00010338,INV-0010832,CUST-00539,789.42,EUR,2025-10-17,full-match
PAY-00015896,INV-0016629,CUST-00925,339.54,EUR,2025-10-08,full-match
PAY-00006540,INV-0006852,CUST-00960,3015.43,EUR,2025-04-25,full-match
PAY-00000550,INV-0000571,CUST-00336,4660.28,EUR,2025-07-19,full-match
PAY-00001104,INV-0001152,CUST-00786,3730.94,EUR,2025-11-02,full-match
PAY-00019637,INV-X-0007985,CUST-00918,315.61,EUR,2025-02-12,noise
PAY-00015585,INV-0016306,CUST-00202,276.26,EUR,2025-05-19,full-match
PAY-00021666,INV-X-0009100,CUST-00011,5904.08,EUR,2025-08-07,noise
PAY-00006324,INV-0006613,CUST-00591,2789.62,EUR,2025-03-07,duplicate
PAY-00002780,INV-0002910,CUST-00106,2745.98,EUR,2025-04-03,full-match
PAY-00022674,INV-X-0002213,CUST-00848,1510.64,EUR,2025-01-07,noise
PAY-00015274,INV-0015981,CUST-00112,3924.80,EUR,2025-05-29,full-match
PAY-00010169,INV-0010650,CUST-00612,4802.48,EUR,2025-09-27,full-match
PAY-00019558,INV-X-0029561,CUST-00084,4618.58,EUR,2025-10-21,noise
PAY-00001994,INV-0002088,CUST-00220,1472.41,EUR,2025-02-19,full-match
PAY-00020202,INV-X-0037056,CUST-00053,6333.69,EUR,2025-08-21,noise
PAY-00009097,INV-0009533,CUST-00245,1487.25,EUR,2025-03-31,full-match
PAY-00000153,INV-0000162,CUST-00139,4340.91,EUR,2025-05-04,full-match
PAY-00013255,INV-0013902,CUST-00025,811.88,EUR,2025-10-03,full-match
PAY-00016421,INV-0017177,CUST-00751,3025.34,EUR,2025-07-22,full-match
PAY-00009267,INV-0009716,CUST-00880,4601.22,EUR,2025-02-16,full-match
PAY-00013283,INV-0013934,CUST-00597,4181.26,EUR,2026-01-10,full-match
PAY-00013066,INV-0013700,CUST-00135,4695.76,EUR,2025-03-15,full-match
PAY-00007863,INV-0008256,CUST-00990,3878.25,EUR,2025-08-24,full-match
PAY-00003182,INV-0003330,CUST-00359,3031.96,EUR,2025-06-04,full-match
PAY-00020481,INV-X-0014471,CUST-00655,1459.72,EUR,2025-05-28,noise
PAY-00009669,INV-0010132,CUST-00402,1813.46,EUR,2025-10-20,overpay
PAY-00016256,INV-0017006,CUST-00005,4490.64,EUR,2025-06-18,duplicate
PAY-00013654,INV-0014306,CUST-00168,4957.41,EUR,2025-04-28,full-match
PAY-00006456,INV-0006760,CUST-00839,1423.34,EUR,2025-09-01,full-match
PAY-00013299,INV-0013950,CUST-00403,672.24,EUR,2026-02-17,full-match
PAY-00003307,INV-0003461,CUST-00496,2675.78,EUR,2025-05-13,full-match
PAY-00001138,INV-0001189,CUST-00517,4412.88,EUR,2025-09-25,full-match
PAY-00000908,INV-0000947,CUST-00287,2257.76,EUR,2025-03-31,full-match
PAY-00002086,INV-0002187,CUST-00874,5735.25,EUR,2026-01-03,overpay
PAY-00021637,INV-X-0004693,CUST-00276,2258.58,EUR,2025-05-26,noise
PAY-00006731,INV-0007059,CUST-00605,1665.67,EUR,2025-10-05,full-match
PAY-00012064,INV-0012646,CUST-00430,2447.51,EUR,2025-05-26,duplicate
PAY-00013722,INV-0014374,CUST-00633,2607.44,EUR,2026-01-05,full-match
PAY-00002511,INV-0002629,CUST-00395,4664.04,EUR,2025-04-27,full-match
PAY-00016349,INV-0017105,CUST-00425,1304.39,EUR,2025-10-27,full-match
PAY-00023060,INV-X-0015934,CUST-00288,2763.58,EUR,2025-05-06,noise
PAY-00010913,INV-0011439,CUST-00761,2367.08,EUR,2026-01-20,full-match
PAY-00000671,INV-0000700,CUST-00537,217.43,EUR,2025-03-05,full-match
PAY-00019400,INV-X-0018482,CUST-00235,327.54,EUR,2025-09-07,noise
PAY-00006358,INV-0006653,CUST-00587,4573.66,EUR,2025-11-28,full-match
PAY-00013207,INV-0013851,CUST-00595,153.30,EUR,2025-08-26,full-match
PAY-00000031,INV-0000032,CUST-00258,4856.84,EUR,2025-01-18,full-match
PAY-00022041,INV-X-0037841,CUST-00488,2153.05,EUR,2025-08-11,noise
PAY-00021321,INV-X-0015981,CUST-00767,2475.04,EUR,2025-08-10,noise
PAY-00004490,,CUST-00426,3761.18,EUR,2025-01-27,missing-invoice-id
PAY-00019411,INV-X-0003693,CUST-00649,1041.10,EUR,2025-10-11,noise
PAY-00018452,INV-0019284,CUST-00364,2823.50,EUR,2025-07-21,full-match
PAY-00004618,,CUST-00531,781.72,EUR,2025-08-26,missing-invoice-id
PAY-00018751,INV-0019593,CUST-00212,1013.71,EUR,2025-06-18,duplicate
PAY-00017079,INV-0017858,CUST-00258,4193.79,EUR,2026-01-25,full-match
PAY-00003181,INV-0003327,CUST-00047,4955.15,EUR,2025-02-18,full-match
PAY-00000737,INV-0000770,CUST-00609,3208.99,EUR,2025-03-01,full-match
PAY-00018474,INV-0019309,CUST-00161,2337.60,EUR,2025-08-13,full-match
PAY-00009386,INV-0009839,CUST-00084,972.00,EUR,2025-03-31,full-match
PAY-00003858,INV-0004026,CUST-00255,4899.92,EUR,2025-04-24,full-match
PAY-00005837,INV-0006097,CUST-00710,1529.60,EUR,2026-01-24,full-match
PAY-00012918,INV-0013542,CUST-00394,4393.54,EUR,2025-10-16,overpay
PAY-00015196,INV-0015893,CUST-00440,2196.76,EUR,2026-02-13,full-match
PAY-00004686,INV-0004888,CUST-00232,244.10,EUR,2025-08-21,full-match
PAY-00009012,INV-0009444,CUST-00191,2382.43,EUR,2025-11-09,full-match
PAY-00019545,INV-X-0026000,CUST-00982,2006.87,EUR,2025-03-06,noise
PAY-00018718,INV-0019560,CUST-00837,4787.75,EUR,2025-05-13,overpay
PAY-00008905,INV-0009332,CUST-00509,3122.74,EUR,2025-07-29,overpay
PAY-00022678,INV-X-0026154,CUST-00616,6492.83,EUR,2025-02-24,noise
PAY-00004978,INV-0005199,CUST-00680,168.95,EUR,2025-06-24,duplicate
PAY-00009166,INV-0009610,CUST-00899,1906.51,EUR,2025-04-15,duplicate
PAY-00001811,INV-0001901,CUST-00544,2001.88,EUR,2026-01-12,full-match
PAY-00021503,INV-X-0022971,CUST-00675,1016.99,EUR,2025-12-01,noise
PAY-00020516,INV-X-0027572,CUST-00534,5214.65,EUR,2025-02-24,noise
PAY-00019550,INV-X-0024680,CUST-00338,881.88,EUR,2026-01-26,noise
PAY-00005914,INV-0006178,CUST-00501,1872.80,EUR,2025-03-30,full-match
PAY-00013098,,CUST-00709,3869.25,EUR,2026-01-27,missing-invoice-id
PAY-00011748,INV-0012321,CUST-00849,2171.43,EUR,2025-03-15,full-match
PAY-00003506,INV-0003661,CUST-00265,1028.18,EUR,2025-12-30,full-match
PAY-00020600,INV-X-0039763,CUST-00753,5177.78,EUR,2025-07-01,noise
PAY-00008000,INV-0008398,CUST-00601,3998.31,EUR,2025-07-14,full-match
PAY-00020814,INV-X-0038095,CUST-00329,6637.94,EUR,2025-04-21,noise
PAY-00008635,INV-0009050,CUST-00140,4399.99,EUR,2025-02-18,full-match
PAY-00016670,INV-0017436,CUST-00875,1160.05,EUR,2025-04-01,full-match
PAY-00022966,INV-X-0001465,CUST-00574,1798.69,EUR,2025-12-12,noise
PAY-00003538,INV-0003694,CUST-00843,2249.70,EUR,2025-09-29,full-match
PAY-00010759,INV-0011279,CUST-00838,1647.15,EUR,2025-07-09,partial
PAY-00007938,,CUST-00937,827.08,EUR,2026-02-05,missing-invoice-id
PAY-00020390,INV-X-0031135,CUST-00922,163.79,EUR,2025-04-16,noise
PAY-00023624,INV-X-0020090,CUST-00365,3243.75,EUR,2025-05-23,noise
PAY-00010060,INV-0010533,CUST-00985,1840.99,EUR,2026-01-27,full-match
PAY-00016248,INV-0016999,CUST-00743,3564.33,EUR,2025-08-15,full-match
PAY-00018160,INV-0018978,CUST-00460,740.31,EUR,2025-09-04,partial
PAY-00024348,INV-X-0003791,CUST-00311,4873.75,EUR,2025-05-28,noise
PAY-00013605,INV-0014253,CUST-00202,2525.51,EUR,2025-07-21,full-match
PAY-00020840,INV-X-0010752,CUST-00185,3531.93,EUR,2025-05-11,noise
PAY-00006326,INV-0006616,CUST-00031,4497.52,EUR,2025-09-20,full-match
PAY-00010779,INV-0011299,CUST-00518,4381.73,EUR,2025-04-14,full-match
PAY-00001672,INV-0001760,CUST-00953,2157.24,EUR,2025-05-26,full-match
PAY-00002988,INV-0003134,CUST-00049,4136.01,EUR,2025-03-23,full-match
PAY-00003855,INV-0004023,CUST-00730,5170.02,EUR,2025-11-06,overpay
PAY-00006418,INV-0006717,CUST-00883,4728.04,EUR,2025-07-28,overpay
PAY-00001402,INV-0001469,CUST-00849,112.45,EUR,2026-01-31,full-match
PAY-00000421,INV-0000443,CUST-00693,3611.95,EUR,2025-09-21,full-match
PAY-00017917,INV-0018719,CUST-00614,1129.15,EUR,2025-08-20,full-match
PAY-00011332,INV-0011876,CUST-00328,3564.64,EUR,2026-01-21,duplicate
PAY-00015142,INV-0015836,CUST-00288,4199.59,EUR,2025-07-27,full-match
PAY-00017507,INV-0018295,CUST-00684,4772.45,EUR,2025-05-07,duplicate
PAY-00019139,INV-0019987,CUST-00922,2780.71,EUR,2025-10-03,full-match
PAY-00024422,INV-X-0011915,CUST-00129,4664.18,EUR,2025-06-08,noise
PAY-00013345,INV-0013997,CUST-00846,4769.69,EUR,2025-12-03,full-match
PAY-00000718,INV-0000752,CUST-00139,1558.06,EUR,2025-08-19,duplicate
PAY-00004063,INV-0004234,CUST-00444,2203.78,EUR,2025-04-29,full-match
PAY-00006407,INV-0006704,CUST-00442,2488.91,EUR,2025-08-24,full-match
PAY-00013208,INV-0013852,CUST-00942,2688.19,EUR,2025-10-29,full-match
PAY-00022917,INV-X-0032317,CUST-00881,5839.21,EUR,2025-08-09,noise
PAY-00001035,INV-0001076,CUST-00825,4293.71,EUR,2025-12-26,full-match
PAY-00006109,INV-0006389,CUST-00152,3586.36,EUR,2025-01-22,full-match
PAY-00022119,INV-X-0018128,CUST-00337,6196.20,EUR,2025-07-14,noise
PAY-00019719,INV-X-0003631,CUST-00743,359.52,EUR,2025-07-01,noise
PAY-00017142,INV-0017916,CUST-00955,425.33,EUR,2026-01-10,full-match
PAY-00000624,INV-0000646,CUST-00062,5132.86,EUR,2025-03-30,overpay
PAY-00022160,INV-X-0008933,CUST-00203,2119.97,EUR,2025-09-21,noise
PAY-00004361,INV-0004542,CUST-00475,695.55,EUR,2025-03-10,full-match
PAY-00017700,INV-0018493,CUST-00165,4099.25,EUR,2025-11-23,full-match
PAY-00016640,INV-0017405,CUST-00724,1599.25,EUR,2025-12-23,full-match
PAY-00023149,INV-X-0006101,CUST-00053,5894.26,EUR,2025-09-06,noise
PAY-00014521,INV-0015197,CUST-00624,3155.21,EUR,2025-12-04,duplicate
PAY-00022355,INV-X-0016910,CUST-00035,3133.40,EUR,2025-08-03,noise
PAY-00018533,INV-0019365,CUST-00257,3000.64,EUR,2025-03-05,full-match
PAY-00017673,INV-0018465,CUST-00938,1988.60,EUR,2025-06-08,full-match
PAY-00011005,INV-0011535,CUST-00653,2325.39,EUR,2025-09-07,full-match
PAY-00001745,INV-0001832,CUST-00699,1549.00,EUR,2025-02-26,duplicate
PAY-00012284,INV-0012869,CUST-00321,1295.30,EUR,2025-09-13,full-match
PAY-00013962,INV-0014622,CUST-00741,2980.62,EUR,2025-10-21,duplicate
PAY-00016316,INV-0017068,CUST-00565,4521.15,EUR,2025-12-30,full-match
PAY-00002334,INV-0002444,CUST-00432,2432.93,EUR,2025-12-24,full-match
PAY-00005988,INV-0006257,CUST-00732,2332.14,EUR,2025-08-09,full-match
PAY-00000008,INV-0000007,CUST-00829,4353.04,EUR,2025-05-08,duplicate
PAY-00015976,INV-0016716,CUST-00090,1260.54,EUR,2025-07-29,full-match
PAY-00002198,INV-0002297,CUST-00997,1513.84,EUR,2025-09-25,full-match
PAY-00017867,INV-0018664,CUST-00312,3561.68,EUR,2025-12-09,full-match
PAY-00019531,INV-X-0018095,CUST-00295,1557.27,EUR,2025-08-10,noise
PAY-00019130,INV-0019978,CUST-00595,582.38,EUR,2025-10-11,full-match
PAY-00004074,INV-0004246,CUST-00932,4365.78,EUR,2025-07-12,full-match
PAY-00013309,INV-0013960,CUST-00511,2242.48,EUR,2025-12-24,full-match
PAY-00016095,INV-0016843,CUST-00597,3256.85,EUR,2025-03-05,duplicate
PAY-00021181,INV-X-0038521,CUST-00886,2123.49,EUR,2025-10-31,noise
PAY-00007320,INV-0007673,CUST-00066,4037.14,EUR,2025-10-05,duplicate
PAY-00009321,INV-0009773,CUST-00662,2315.83,EUR,2025-07-23,full-match
PAY-00008333,INV-0008745,CUST-00123,4249.51,EUR,2025-05-05,duplicate
PAY-00002907,INV-0003044,CUST-00447,1938.74,EUR,2026-01-05,full-match
PAY-00002013,INV-0002108,CUST-00117,792.31,EUR,2025-02-07,duplicate
PAY-00004460,INV-0004648,CUST-00407,61.14,EUR,2025-02-15,duplicate
PAY-00015354,INV-0016067,CUST-00051,3641.28,EUR,2025-06-12,overpay
PAY-00021484,INV-X-0009444,CUST-00918,2210.83,EUR,2025-03-31,noise
PAY-00004426,INV-0004615,CUST-00111,4991.22,EUR,2025-04-02,full-match
PAY-00008850,INV-0009275,CUST-00116,62.10,EUR,2025-07-23,full-match
PAY-00005347,INV-0005580,CUST-00446,242.64,EUR,2025-09-21,full-match
PAY-00002173,INV-0002270,CUST-00019,1825.99,EUR,2025-06-22,full-match
PAY-00010537,INV-0011038,CUST-00854,4634.39,EUR,2025-08-24,full-match
PAY-00016948,INV-0017720,CUST-00950,1637.45,EUR,2025-10-11,full-match
PAY-00001847,INV-0001936,CUST-00194,361.60,EUR,2025-06-15,duplicate
PAY-00023698,INV-X-0001370,CUST-00342,6904.58,EUR,2025-05-10,noise
PAY-00018005,INV-0018813,CUST-00378,1764.02,EUR,2025-03-11,partial
PAY-00020098,INV-X-0010291,CUST-00102,1491.86,EUR,2025-06-13,noise
PAY-00008082,INV-0008482,CUST-00488,1396.96,EUR,2025-09-15,full-match
PAY-00012360,,CUST-00105,679.52,EUR,2026-01-12,missing-invoice-id
PAY-00003804,INV-0003964,CUST-00595,3379.42,EUR,2025-12-10,duplicate
PAY-00023549,INV-X-0012656,CUST-00024,6341.81,EUR,2025-10-26,noise
PAY-00021354,INV-X-0037528,CUST-00025,6400.94,EUR,2026-01-30,noise
PAY-00022761,INV-X-0035935,CUST-00091,4626.26,EUR,2025-10-24,noise
PAY-00005009,INV-0005231,CUST-00335,2721.21,EUR,2025-08-19,full-match
PAY-00012634,INV-0013247,CUST-00260,4606.95,EUR,2025-05-14,full-match
PAY-00022194,INV-X-0039076,CUST-00050,1047.80,EUR,2025-12-20,noise
PAY-00003763,INV-0003921,CUST-00146,4208.06,EUR,2025-05-01,full-match
PAY-00018972,INV-0019818,CUST-00952,1000.56,EUR,2025-07-03,overpay
PAY-00014649,INV-0015331,CUST-00993,2104.54,EUR,2025-06-02,full-match
PAY-00004905,INV-0005120,CUST-00759,5839.52,EUR,2025-07-20,overpay
PAY-00017370,INV-0018161,CUST-00368,3455.57,EUR,2025-10-10,full-match
PAY-00019991,INV-X-0013016,CUST-00569,6044.11,EUR,2026-02-21,noise
PAY-00015992,INV-0016730,CUST-00445,3100.38,EUR,2025-07-26,duplicate
PAY-00023404,INV-X-0002317,CUST-00167,3695.36,EUR,2025-05-04,noise
PAY-00020557,INV-X-0004102,CUST-00075,5025.60,EUR,2025-04-28,noise
PAY-00024351,INV-X-0037868,CUST-00437,1839.57,EUR,2025-09-27,noise
PAY-00006467,INV-0006772,CUST-00764,1165.70,EUR,2025-05-01,duplicate
PAY-00002972,INV-0003117,CUST-00285,3595.51,EUR,2025-12-23,full-match
PAY-00014897,INV-0015577,CUST-00308,3557.95,EUR,2025-04-16,full-match
PAY-00011303,INV-0011846,CUST-00923,4187.27,EUR,2025-11-22,duplicate
PAY-00001062,INV-0001104,CUST-00914,1644.96,EUR,2025-11-02,full-match
PAY-00012031,INV-0012610,CUST-00762,214.94,EUR,2025-02-26,full-match
PAY-00019445,INV-X-0026946,CUST-00542,2970.65,EUR,2025-11-24,noise
PAY-00011031,INV-0011563,CUST-00336,2602.62,EUR,2025-06-09,full-match
PAY-00005219,INV-0005451,CUST-00903,1562.64,EUR,2025-01-28,full-match
PAY-00016325,INV-0017078,CUST-00776,339.03,EUR,2025-10-23,full-match
PAY-00019572,INV-X-0014906,CUST-00438,2471.16,EUR,2026-01-04,noise
PAY-00013893,INV-0014552,CUST-00063,1132.76,EUR,2025-06-18,overpay
PAY-00009210,INV-0009654,CUST-00055,497.96,EUR,2025-02-20,full-match
PAY-00005626,INV-0005871,CUST-00656,2307.67,EUR,2025-07-01,full-match
PAY-00004673,INV-0004875,CUST-00340,3641.20,EUR,2025-04-13,full-match
PAY-00017246,INV-0018023,CUST-00556,233.70,EUR,2025-07-17,partial
PAY-00021306,INV-X-0014721,CUST-00536,4588.68,EUR,2025-12-01,noise
PAY-00014650,INV-0015332,CUST-00971,483.67,EUR,2025-12-12,full-match
PAY-00021596,INV-X-0002984,CUST-00323,2579.74,EUR,2025-09-15,noise
PAY-00016712,INV-0017480,CUST-00325,4884.72,EUR,2025-12-05,full-match
PAY-00005595,INV-0005839,CUST-00396,363.12,EUR,2025-07-09,full-match
PAY-00004050,INV-0004221,CUST-00763,991.91,EUR,2025-11-23,full-match
PAY-00021971,INV-X-0017241,CUST-00227,1099.82,EUR,2025-04-30,noise
PAY-00021074,INV-X-0032864,CUST-00935,1886.50,EUR,2025-07-06,noise
PAY-00010845,INV-0011369,CUST-00252,1051.55,EUR,2026-01-15,duplicate
PAY-00003806,INV-0003965,CUST-00835,1999.04,EUR,2025-02-18,duplicate
PAY-00015419,INV-0016134,CUST-00821,1106.02,EUR,2025-02-02,full-match
PAY-00023644,INV-X-0016680,CUST-00186,3385.81,EUR,2025-07-09,noise
PAY-00009919,INV-0010391,CUST-00452,354.36,EUR,2025-05-04,full-match
PAY-00020440,INV-X-0036580,CUST-00460,5640.54,EUR,2025-10-23,noise
PAY-00021428,INV-X-0011348,CUST-00175,1333.74,EUR,2025-06-18,noise
PAY-00017307,INV-0018091,CUST-00529,2378.71,EUR,2025-07-02,full-match
PAY-00009799,INV-0010269,CUST-00249,2523.88,EUR,2025-02-04,full-match
PAY-00011774,INV-0012348,CUST-00934,2557.71,EUR,2025-10-17,full-match
PAY-00011042,INV-0011576,CUST-00510,385.03,EUR,2025-05-11,full-match
PAY-00013689,INV-0014341,CUST-00213,3769.45,EUR,2025-11-29,full-match
PAY-00002661,INV-0002782,CUST-00731,536.34,EUR,2025-03-30,partial
PAY-00017515,INV-0018303,CUST-00266,1560.17,EUR,2025-10-13,partial
PAY-00008851,INV-0009278,CUST-00129,4428.08,EUR,2025-10-20,full-match
PAY-00019260,INV-X-0006623,CUST-00877,369.14,EUR,2026-01-16,noise
PAY-00017287,INV-0018072,CUST-00655,273.31,EUR,2025-05-01,full-match
