invoice_id,payment_id,classification,reason
INV-0015318,,missing_payment,no payment found
INV-0015319,PAY-00014753,matched_partial,paid 614.59 / due 1852.07
INV-0015320,PAY-00014755|PAY-00014754,duplicate_payment,multiple payments for one invoice
INV-0015325,PAY-00014760,matched_partial,paid 425.00 / due 658.21
INV-0015326,PAY-00014762|PAY-00014761,duplicate_payment,multiple payments for one invoice
INV-0015329,PAY-00014765,matched_partial,paid 1030.22 / due 3868.54
INV-0015331,,missing_payment,no payment found
INV-0015333,,missing_payment,no payment found
INV-0015334,,missing_payment,no payment found
INV-0015335,,missing_payment,no payment found
INV-0015337,PAY-00014771|PAY-00014770,duplicate_payment,multiple payments for one invoice
INV-0015339,PAY-00014774|PAY-00014773,duplicate_payment,multiple payments for one invoice
INV-0015349,,missing_payment,no payment found
INV-0015350,PAY-00014784,matched_partial,paid 2559.36 / due 2916.18
INV-0015352,PAY-00014786|PAY-00014787,duplicate_payment,multiple payments for one invoice
INV-0015357,,missing_payment,no payment found
INV-0015365,,missing_payment,no payment found
INV-0015367,,missing_payment,no payment found
INV-0015368,PAY-00014802|PAY-00014803,duplicate_payment,multiple payments for one invoice
INV-0015372,,missing_payment,no payment found
INV-0015387,PAY-00014821,overpaid,paid 3144.65 / due 2555.94
INV-0015388,,missing_payment,no payment found
INV-0015390,PAY-00014823,overpaid,paid 966.39 / due 744.44
INV-0015392,PAY-00014825,matched_partial,paid 2319.19 / due 3134.80
INV-0015394,,missing_payment,no payment found
INV-0015401,PAY-00014833,matched_partial,paid 1084.82 / due 4609.42
INV-0015413,PAY-00014845,matched_partial,paid 396.58 / due 1275.64
INV-0015417,PAY-00014849|PAY-00014850,duplicate_payment,multiple payments for one invoice
INV-0015419,,missing_payment,no payment found
INV-0015422,,missing_payment,no payment found
INV-0015425,PAY-00014857,overpaid,paid 5580.94 / due 4490.64
INV-0015431,PAY-00014863,matched_partial,paid 1131.00 / due 4954.71
INV-0015432,PAY-00014864,matched_partial,paid 582.09 / due 1460.74
INV-0015435,PAY-00014867|PAY-00014868,duplicate_payment,multiple payments for one invoice
INV-0015436,PAY-00014869,matched_partial,paid 1277.07 / due 3104.24
INV-0015440,PAY-00014873,overpaid,paid 5969.43 / due 4675.42
INV-0015443,PAY-00014876|PAY-00014877,duplicate_payment,multiple payments for one invoice
INV-0015446,PAY-00014880,overpaid,paid 2615.95 / due 1908.77
INV-0015447,PAY-00014881,matched_partial,paid 174.02 / due 567.56
INV-0015452,PAY-00014886,overpaid,paid 1226.52 / due 1018.71
INV-0015454,PAY-00014888,matched_partial,paid 838.34 / due 1317.62
INV-0015463,,missing_payment,no payment found
INV-0015465,PAY-00014898,matched_partial,paid 221.02 / due 470.05
INV-0015471,,missing_payment,no payment found
INV-0015479,PAY-00014911|PAY-00014912,duplicate_payment,multiple payments for one invoice
INV-0015481,PAY-00014914,matched_partial,paid 599.23 / due 766.13
INV-0015491,PAY-00014924|PAY-00014925,duplicate_payment,multiple payments for one invoice
INV-0015496,PAY-00014931|PAY-00014930,duplicate_payment,multiple payments for one invoice
INV-0015498,PAY-00014933,overpaid,paid 4877.42 / due 4302.84
INV-0015499,,missing_payment,no payment found
INV-0015500,PAY-00014935|PAY-00014936,duplicate_payment,multiple payments for one invoice
INV-0015501,,missing_payment,no payment found
INV-0015503,,missing_payment,no payment found
INV-0015506,PAY-00014941|PAY-00014942,duplicate_payment,multiple payments for one invoice
INV-0015507,PAY-00014943,matched_partial,paid 437.55 / due 610.30
INV-0015511,,missing_payment,no payment found
INV-0015516,PAY-00014951,matched_partial,paid 478.39 / due 1077.08
INV-0015518,,missing_payment,no payment found
INV-0015524,PAY-00014958,matched_partial,paid 2353.55 / due 2896.47
INV-0015525,PAY-00014959,matched_partial,paid 519.16 / due 1367.46
INV-0015527,PAY-00014962|PAY-00014961,duplicate_payment,multiple payments for one invoice
INV-0015528,PAY-00014963|PAY-00014964,duplicate_payment,multiple payments for one invoice
INV-0015530,PAY-00014966,matched_partial,paid 927.01 / due 1560.10
INV-0015539,,missing_payment,no payment found
INV-0015542,PAY-00014978,matched_partial,paid 1584.01 / due 3640.90
INV-0015548,,missing_payment,no payment found
INV-0015555,,missing_payment,no payment found
INV-0015556,,missing_payment,no payment found
INV-0015561,PAY-00014995,matched_partial,paid 2638.62 / due 4374.05
INV-0015562,PAY-00014996,overpaid,paid 1446.62 / due 1332.89
INV-0015569,PAY-00015003,overpaid,paid 4470.40 / due 3902.60
INV-0015584,,missing_payment,no payment found
INV-0015587,,missing_payment,no payment found
INV-0015588,PAY-00015020,matched_partial,paid 1361.16 / due 4210.76
INV-0015591,PAY-00015023,matched_partial,paid 748.47 / due 1848.07
INV-0015592,PAY-00015024,matched_partial,paid 708.39 / due 1761.31
INV-0015593,PAY-00015026|PAY-00015025,duplicate_payment,multiple payments for one invoice
INV-0015596,,missing_payment,no payment found
INV-0015606,PAY-00015038,matched_partial,paid 342.43 / due 545.66
INV-0015607,PAY-00015039,matched_partial,paid 2707.25 / due 4800.22
INV-0015608,PAY-00015040,matched_partial,paid 2342.40 / due 2790.69
INV-0015612,,missing_payment,no payment found
INV-0015620,PAY-00015051,overpaid,paid 2376.89 / due 1782.69
INV-0015630,PAY-00015061,matched_partial,paid 4307.61 / due 4904.41
INV-0015631,PAY-00015062,matched_partial,paid 2992.89 / due 4061.82
INV-0015632,PAY-00015063,overpaid,paid 4652.98 / due 4402.17
INV-0015637,PAY-00015068,overpaid,paid 5632.06 / due 4806.22
INV-0015645,PAY-00015076,matched_partial,paid 1039.44 / due 2329.49
INV-0015649,,missing_payment,no payment found
INV-0015652,,missing_payment,no payment found
INV-0015654,,missing_payment,no payment found
INV-0015656,,missing_payment,no payment found
INV-0015659,,missing_payment,no payment found
INV-0015660,PAY-00015086,overpaid,paid 3693.99 / due 3177.83
INV-0015663,PAY-00015089,overpaid,paid 1561.88 / due 1187.30
INV-0015667,PAY-00015093|PAY-00015094,duplicate_payment,multiple payments for one invoice
INV-0015669,PAY-00015096,overpaid,paid 4115.07 / due 3904.14
INV-0015671,PAY-00015098|PAY-00015099,duplicate_payment,multiple payments for one invoice
INV-0015674,PAY-00015102,matched_partial,paid 999.12 / due 4789.00
INV-0015680,,missing_payment,no payment found
INV-0015682,PAY-00015109,overpaid,paid 4699.34 / due 3483.45
INV-0015686,PAY-00015113,overpaid,paid 563.72 / due 511.56
INV-0015687,PAY-00015115|PAY-00015114,duplicate_payment,multiple payments for one invoice
INV-0015690,PAY-00015118,overpaid,paid 4368.12 / due 4028.15
INV-0015692,PAY-00015120,matched_partial,paid 2287.15 / due 4843.98
INV-0015695,,missing_payment,no payment found
INV-0015696,PAY-00015123,overpaid,paid 3671.00 / due 3410.77
INV-0015697,,missing_payment,no payment found
INV-0015701,PAY-00015127,overpaid,paid 3755.89 / due 3518.91
INV-0015702,,missing_payment,no payment found
INV-0015709,PAY-00015134,overpaid,paid 1273.10 / due 1040.82
INV-0015714,PAY-00015139,overpaid,paid 4097.20 / due 3183.26
INV-0015723,,missing_payment,no payment found
INV-0015724,,missing_payment,no payment found
INV-0015728,PAY-00015151,overpaid,paid 5232.82 / due 4255.81
INV-0015734,PAY-00015157,overpaid,paid 808.43 / due 641.33
INV-0015735,,missing_payment,no payment found
INV-0015739,PAY-00015161,matched_partial,paid 3465.12 / due 4135.77
INV-0015740,,missing_payment,no payment found
INV-0015745,PAY-00015166,matched_partial,paid 2748.48 / due 3256.37
INV-0015746,,missing_payment,no payment found
INV-0015747,PAY-00015167,matched_partial,paid 2514.37 / due 3771.21
INV-0015749,PAY-00015169,matched_partial,paid 2127.98 / due 3213.34
INV-0015753,,missing_payment,no payment found
INV-0015757,PAY-00015176,overpaid,paid 1970.27 / due 1666.28
INV-0015761,,missing_payment,no payment found
INV-0015772,PAY-00015191,matched_partial,paid 1410.79 / due 2840.09
INV-0015782,PAY-00015201,overpaid,paid 1849.22 / due 1383.89
INV-0015784,,missing_payment,no payment found
INV-0015786,PAY-00015204|PAY-00015205,duplicate_payment,multiple payments for one invoice
INV-0015787,,missing_payment,no payment found
INV-0015791,PAY-00015209,matched_partial,paid 3566.03 / due 4418.61
INV-0015796,,missing_payment,no payment found
INV-0015798,,missing_payment,no payment found
INV-0015802,,missing_payment,no payment found
INV-0015803,PAY-00015218|PAY-00015219,duplicate_payment,multiple payments for one invoice
INV-0015809,PAY-00015225,matched_partial,paid 2975.80 / due 3451.87
INV-0015811,,missing_payment,no payment found
INV-0015812,PAY-00015227,matched_partial,paid 1467.11 / due 2733.59
INV-0015813,PAY-00015228|PAY-00015229,duplicate_payment,multiple payments for one invoice
INV-0015815,,missing_payment,no payment found
INV-0015821,PAY-00015237,overpaid,paid 540.44 / due 514.55
INV-0015822,PAY-00015239|PAY-00015238,duplicate_payment,multiple payments for one invoice
INV-0015841,PAY-00015258|PAY-00015259,duplicate_payment,multiple payments for one invoice
INV-0015842,PAY-00015260|PAY-00015261,duplicate_payment,multiple payments for one invoice
INV-0015843,PAY-00015262|PAY-00015263,duplicate_payment,multiple payments for one invoice
INV-0015844,PAY-00015264,overpaid,paid 2173.22 / due 1910.39
INV-0015848,,missing_payment,no payment found
INV-0015853,PAY-00015273|PAY-00015272,duplicate_payment,multiple payments for one invoice
INV-0015857,,missing_payment,no payment found
INV-0015862,,missing_payment,no payment found
INV-0015865,PAY-00015284,matched_partial,paid 767.97 / due 1119.45
INV-0015867,PAY-00015286,matched_partial,paid 1252.12 / due 2675.71
INV-0015869,,missing_payment,no payment found
INV-0015874,,missing_payment,no payment found
INV-0015877,PAY-00015294,matched_partial,paid 1408.31 / due 3553.77
INV-0015886,PAY-00015303,overpaid,paid 3079.35 / due 2373.60
INV-0015887,PAY-00015304,matched_partial,paid 1041.88 / due 3112.73
INV-0015894,PAY-00015311,matched_partial,paid 1620.12 / due 2522.69
INV-0015895,,missing_payment,no payment found
INV-0015908,,missing_payment,no payment found
INV-0015910,PAY-00015325,matched_partial,paid 205.55 / due 844.47
INV-0015917,PAY-00015332,matched_partial,paid 368.75 / due 1012.87
INV-0015918,PAY-00015334|PAY-00015333,duplicate_payment,multiple payments for one invoice
INV-0015928,,missing_payment,no payment found
INV-0015929,PAY-00015345|PAY-00015344,duplicate_payment,multiple payments for one invoice
INV-0015931,PAY-00015347,overpaid,paid 4371.66 / due 3643.81
INV-0015933,,missing_payment,no payment found
INV-0015935,,missing_payment,no payment found
INV-0015936,PAY-00015351|PAY-00015352,duplicate_payment,multiple payments for one invoice
INV-0015941,PAY-00015357,matched_partial,paid 1581.90 / due 3906.33
INV-0015944,PAY-00015360,overpaid,paid 4254.09 / due 3286.95
INV-0015945,,missing_payment,no payment found
INV-0015947,PAY-00015363,overpaid,paid 5481.51 / due 4015.74
INV-0015950,PAY-00015367|PAY-00015366,duplicate_payment,multiple payments for one invoice
INV-0015951,,missing_payment,no payment found
INV-0015956,,missing_payment,no payment found
INV-0015966,PAY-00015382|PAY-00015381,duplicate_payment,multiple payments for one invoice
INV-0015967,,missing_payment,no payment found
INV-0015969,PAY-00015386|PAY-00015385,duplicate_payment,multiple payments for one invoice
INV-0015980,PAY-00015397|PAY-00015398,duplicate_payment,multiple payments for one invoice
INV-0015990,,missing_payment,no payment found
INV-0015995,PAY-00015412,matched_partial,paid 2182.98 / due 2749.13
INV-0015996,PAY-00015414|PAY-00015413,duplicate_payment,multiple payments for one invoice
INV-0015999,PAY-00015417,matched_partial,paid 655.98 / due 1467.19
INV-0016005,,missing_payment,no payment found
INV-0016006,PAY-00015424|PAY-00015423,duplicate_payment,multiple payments for one invoice
INV-0016007,PAY-00015425,matched_partial,paid 92.64 / due 137.55
INV-0016008,PAY-00015427|PAY-00015426,duplicate_payment,multiple payments for one invoice
INV-0016014,PAY-00015433,overpaid,paid 2890.73 / due 2337.49
INV-0016018,PAY-00015437|PAY-00015438,duplicate_payment,multiple payments for one invoice
INV-0016020,PAY-00015440|PAY-00015441,duplicate_payment,multiple payments for one invoice
INV-0016022,,missing_payment,no payment found
INV-0016024,,missing_payment,no payment found
INV-0016031,PAY-00015450,matched_partial,paid 78.86 / due 227.48
INV-0016033,,missing_payment,no payment found
INV-0016037,,missing_payment,no payment found
INV-0016045,PAY-00015463,matched_partial,paid 2681.33 / due 3827.01
INV-0016047,PAY-00015465,matched_partial,paid 239.63 / due 994.95
INV-0016050,PAY-00015468,overpaid,paid 2578.83 / due 2309.88
INV-0016051,PAY-00015469,matched_partial,paid 573.88 / due 645.02
INV-0016054,,missing_payment,no payment found
INV-0016057,PAY-00015474,overpaid,paid 465.64 / due 358.86
INV-0016059,,missing_payment,no payment found
INV-0016066,PAY-00015483,matched_partial,paid 1891.17 / due 2326.93
INV-0016071,,missing_payment,no payment found
INV-0016074,PAY-00015490,matched_partial,paid 1518.18 / due 2983.80
INV-0016075,PAY-00015491,matched_partial,paid 1937.60 / due 4416.94
INV-0016079,PAY-00015495,matched_partial,paid 1083.95 / due 3143.69
INV-0016080,PAY-00015496|PAY-00015497,duplicate_payment,multiple payments for one invoice
INV-0016081,PAY-00015498,matched_partial,paid 2332.47 / due 3830.95
INV-0016088,PAY-00015505,matched_partial,paid 1050.01 / due 1238.46
INV-0016094,,missing_payment,no payment found
INV-0016102,PAY-00015518,overpaid,paid 1575.27 / due 1427.58
INV-0016107,,missing_payment,no payment found
INV-0016108,PAY-00015524,matched_partial,paid 3102.46 / due 3904.57
INV-0016109,PAY-00015525|PAY-00015526,duplicate_payment,multiple payments for one invoice
INV-0016112,PAY-00015529,matched_partial,paid 1930.44 / due 4898.20
INV-0016118,,missing_payment,no payment found
INV-0016123,PAY-00015541|PAY-00015540,duplicate_payment,multiple payments for one invoice
INV-0016131,PAY-00015550|PAY-00015549,duplicate_payment,multiple payments for one invoice
INV-0016136,,missing_payment,no payment found
INV-0016139,,missing_payment,no payment found
INV-0016141,PAY-00015558,overpaid,paid 1414.78 / due 1031.42
INV-0016144,PAY-00015562|PAY-00015561,duplicate_payment,multiple payments for one invoice
INV-0016145,PAY-00015563,overpaid,paid 4523.18 / due 4267.47
INV-0016147,PAY-00015565,matched_partial,paid 3068.00 / due 3496.49
INV-0016150,PAY-00015568,overpaid,paid 524.00 / due 489.27
INV-0016153,PAY-00015571,overpaid,paid 4684.13 / due 3975.10
INV-0016157,,missing_payment,no payment found
INV-0016163,PAY-00015580|PAY-00015581,duplicate_payment,multiple payments for one invoice
INV-0016171,,missing_payment,no payment found
INV-0016174,PAY-00015591,matched_partial,paid 2264.44 / due 2928.17
INV-0016177,PAY-00015594,matched_partial,paid 1190.77 / due 4632.44
INV-0016179,PAY-00015596,matched_partial,paid 2153.72 / due 3814.69
INV-0016180,PAY-00015597,matched_partial,paid 1741.29 / due 2137.96
INV-0016183,PAY-00015600|PAY-00015601,duplicate_payment,multiple payments for one invoice
INV-0016186,PAY-00015605|PAY-00015604,duplicate_payment,multiple payments for one invoice
INV-0016188,PAY-00015607,matched_partial,paid 402.28 / due 1747.03
INV-0016190,,missing_payment,no payment found
INV-0016191,PAY-00015609,matched_partial,paid 2554.10 / due 2936.17
INV-0016193,PAY-00015611,matched_partial,paid 3352.73 / due 4579.94
INV-0016197,PAY-00015615,matched_partial,paid 3258.82 / due 4268.30
INV-0016200,PAY-00015618,matched_partial,paid 2831.58 / due 3433.28
INV-0016201,PAY-00015619,matched_partial,paid 808.98 / due 2854.27
INV-0016208,PAY-00015626,matched_partial,paid 456.85 / due 2202.34
INV-0016210,PAY-00015628,matched_partial,paid 1567.13 / due 4136.15
INV-0016212,PAY-00015630,overpaid,paid 4734.05 / due 4159.61
INV-0016217,PAY-00015635,matched_partial,paid 2693.73 / due 3604.40
INV-0016220,PAY-00015639|PAY-00015638,duplicate_payment,multiple payments for one invoice
INV-0016223,PAY-00015642,matched_partial,paid 1404.87 / due 1987.22
INV-0016225,,missing_payment,no payment found
INV-0016228,PAY-00015646|PAY-00015647,duplicate_payment,multiple payments for one invoice
INV-0016230,PAY-00015649,overpaid,paid 2482.04 / due 1907.96
INV-0016242,PAY-00015661,matched_partial,paid 850.45 / due 1038.51
INV-0016251,PAY-00015670,matched_partial,paid 2293.82 / due 4428.49
INV-0016252,,missing_payment,no payment found
INV-0016253,PAY-00015673|PAY-00015672,duplicate_payment,multiple payments for one invoice
INV-0016262,,missing_payment,no payment found
INV-0016263,PAY-00015682,matched_partial,paid 1066.32 / due 4417.57
INV-0016266,PAY-00015686|PAY-00015685,duplicate_payment,multiple payments for one invoice
INV-0016268,,missing_payment,no payment found
INV-0016279,PAY-00015698,matched_partial,paid 1911.20 / due 3324.24
INV-0016280,PAY-00015699,matched_partial,paid 256.02 / due 862.45
INV-0016282,PAY-00015701,overpaid,paid 6711.39 / due 4950.30
INV-0016285,,missing_payment,no payment found
INV-0016286,PAY-00015704,overpaid,paid 3960.29 / due 3286.81
INV-0016296,,missing_payment,no payment found
INV-0016297,PAY-00015714,overpaid,paid 6300.26 / due 4568.22
INV-0016298,PAY-00015715,overpaid,paid 2015.52 / due 1496.18
INV-0016305,PAY-00015722,matched_partial,paid 1040.88 / due 4732.14
INV-0016306,PAY-00015723,matched_partial,paid 3358.28 / due 4177.93
INV-0016311,,missing_payment,no payment found
INV-0016312,,missing_payment,no payment found
INV-0016315,,missing_payment,no payment found
INV-0016318,PAY-00015735|PAY-00015734,duplicate_payment,multiple payments for one invoice
INV-0016323,,missing_payment,no payment found
INV-0016324,PAY-00015740|PAY-00015741,duplicate_payment,multiple payments for one invoice
INV-0016325,,missing_payment,no payment found
INV-0016329,PAY-00015746|PAY-00015745,duplicate_payment,multiple payments for one invoice
INV-0016331,PAY-00015748|PAY-00015749,duplicate_payment,multiple payments for one invoice
INV-0016334,PAY-00015752,overpaid,paid 1110.11 / due 1048.31
INV-0016336,PAY-00015754,matched_partial,paid 245.54 / due 1162.52
INV-0016349,PAY-00015768|PAY-00015767,duplicate_payment,multiple payments for one invoice
INV-0016352,PAY-00015771,overpaid,paid 5435.43 / due 3889.90
INV-0016367,,missing_payment,no payment found
INV-0016368,PAY-00015786,overpaid,paid 3538.46 / due 3270.08
INV-0016375,PAY-00015794|PAY-00015793,duplicate_payment,multiple payments for one invoice
INV-0016376,PAY-00015795,matched_partial,paid 764.13 / due 965.96
INV-0016379,,missing_payment,no payment found
INV-0016384,,missing_payment,no payment found
INV-0016385,PAY-00015802,overpaid,paid 3439.61 / due 2481.47
INV-0016391,PAY-00015809|PAY-00015808,duplicate_payment,multiple payments for one invoice
INV-0016392,PAY-00015810,overpaid,paid 777.03 / due 602.52
INV-0016393,PAY-00015812|PAY-00015811,duplicate_payment,multiple payments for one invoice
INV-0016395,PAY-00015814,overpaid,paid 3678.25 / due 3381.50
INV-0016397,PAY-00015816|PAY-00015817,duplicate_payment,multiple payments for one invoice
INV-0016398,PAY-00015818,matched_partial,paid 514.27 / due 576.04
INV-0016406,,missing_payment,no payment found
INV-0016408,PAY-00015827,overpaid,paid 5108.52 / due 4624.96
INV-0016413,PAY-00015832,matched_partial,paid 1121.07 / due 1506.38
INV-0016414,PAY-00015833|PAY-00015834,duplicate_payment,multiple payments for one invoice
INV-0016417,,missing_payment,no payment found
INV-0016419,PAY-00015838|PAY-00015839,duplicate_payment,multiple payments for one invoice
INV-0016425,PAY-00015845,matched_partial,paid 377.97 / due 1303.13
INV-0016426,,missing_payment,no payment found
INV-0016428,,missing_payment,no payment found
INV-0016429,,missing_payment,no payment found
INV-0016433,,missing_payment,no payment found
INV-0016436,,missing_payment,no payment found
INV-0016437,PAY-00015854,matched_partial,paid 512.86 / due 617.16
INV-0016440,,missing_payment,no payment found
INV-0016442,PAY-00015858,overpaid,paid 4323.16 / due 3528.56
INV-0016449,,missing_payment,no payment found
INV-0016451,,missing_payment,no payment found
INV-0016454,,missing_payment,no payment found
INV-0016456,PAY-00015870,overpaid,paid 2566.35 / due 2047.79
INV-0016469,PAY-00015883,matched_partial,paid 772.63 / due 3035.53
INV-0016471,PAY-00015885,matched_partial,paid 1928.52 / due 2184.10
INV-0016474,PAY-00015888,matched_partial,paid 1578.04 / due 4940.56
INV-0016479,PAY-00015894|PAY-00015893,duplicate_payment,multiple payments for one invoice
INV-0016482,PAY-00015897,matched_partial,paid 192.14 / due 241.03
INV-0016487,PAY-00015902,overpaid,paid 797.62 / due 586.80
INV-0016491,PAY-00015906|PAY-00015907,duplicate_payment,multiple payments for one invoice
INV-0016492,,missing_payment,no payment found
INV-0016493,PAY-00015908,matched_partial,paid 3489.10 / due 4037.60
INV-0016499,,missing_payment,no payment found
INV-0016500,PAY-00015915,matched_partial,paid 1350.12 / due 2721.43
INV-0016502,PAY-00015917,matched_partial,paid 713.37 / due 1191.82
INV-0016511,,missing_payment,no payment found
INV-0016512,,missing_payment,no payment found
INV-0016514,,missing_payment,no payment found
INV-0016515,,missing_payment,no payment found
INV-0016517,,missing_payment,no payment found
INV-0016518,PAY-00015928,matched_partial,paid 1351.44 / due 4212.71
INV-0016521,PAY-00015931,matched_partial,paid 1063.85 / due 1806.58
INV-0016523,PAY-00015933,matched_partial,paid 339.40 / due 1025.78
INV-0016537,,missing_payment,no payment found
INV-0016539,PAY-00015950|PAY-00015949,duplicate_payment,multiple payments for one invoice
INV-0016541,PAY-00015952|PAY-00015953,duplicate_payment,multiple payments for one invoice
INV-0016544,PAY-00015956,matched_partial,paid 429.55 / due 1751.11
INV-0016547,,missing_payment,no payment found
INV-0016549,PAY-00015960,overpaid,paid 1519.52 / due 1300.20
INV-0016553,,missing_payment,no payment found
INV-0016557,PAY-00015967,matched_partial,paid 2402.07 / due 3398.32
INV-0016563,PAY-00015973,matched_partial,paid 1317.68 / due 3311.78
INV-0016564,,missing_payment,no payment found
INV-0016565,,missing_payment,no payment found
INV-0016566,,missing_payment,no payment found
INV-0016568,PAY-00015976|PAY-00015977,duplicate_payment,multiple payments for one invoice
INV-0016570,PAY-00015980|PAY-00015979,duplicate_payment,multiple payments for one invoice
INV-0016571,,missing_payment,no payment found
INV-0016572,,missing_payment,no payment found
INV-0016576,PAY-00015985,overpaid,paid 1470.56 / due 1100.72
INV-0016578,,missing_payment,no payment found
INV-0016581,PAY-00015989,matched_partial,paid 358.14 / due 866.68
INV-0016592,,missing_payment,no payment found
INV-0016594,PAY-00016001,overpaid,paid 1410.56 / due 1169.34
INV-0016595,,missing_payment,no payment found
INV-0016596,PAY-00016002,matched_partial,paid 3316.68 / due 4061.01
INV-0016599,PAY-00016005,matched_partial,paid 960.44 / due 3856.34
INV-0016600,PAY-00016006|PAY-00016007,duplicate_payment,multiple payments for one invoice
INV-0016601,,missing_payment,no payment found
INV-0016602,PAY-00016008,matched_partial,paid 1390.27 / due 4190.59
INV-0016603,,missing_payment,no payment found
INV-0016605,PAY-00016010|PAY-00016011,duplicate_payment,multiple payments for one invoice
INV-0016610,,missing_payment,no payment found
INV-0016624,,missing_payment,no payment found
INV-0016627,PAY-00016033|PAY-00016032,duplicate_payment,multiple payments for one invoice
INV-0016628,,missing_payment,no payment found
INV-0016630,PAY-00016035,overpaid,paid 3506.60 / due 3167.68
INV-0016638,PAY-00016043,overpaid,paid 1974.08 / due 1478.48
INV-0016639,,missing_payment,no payment found
INV-0016645,PAY-00016049,matched_partial,paid 2101.40 / due 2518.90
INV-0016648,,missing_payment,no payment found
INV-0016652,PAY-00016056|PAY-00016055,duplicate_payment,multiple payments for one invoice
INV-0016654,PAY-00016058,matched_partial,paid 1860.07 / due 2624.32
INV-0016655,PAY-00016059|PAY-00016060,duplicate_payment,multiple payments for one invoice
INV-0016659,PAY-00016064,matched_partial,paid 1189.64 / due 1540.36
INV-0016660,PAY-00016065,overpaid,paid 4050.54 / due 3775.35
INV-0016661,PAY-00016066|PAY-00016067,duplicate_payment,multiple payments for one invoice
INV-0016677,,missing_payment,no payment found
INV-0016683,,missing_payment,no payment found
INV-0016685,PAY-00016090,matched_partial,paid 1835.11 / due 3793.07
INV-0016688,,missing_payment,no payment found
INV-0016695,,missing_payment,no payment found
INV-0016698,PAY-00016101,matched_partial,paid 833.50 / due 1563.59
INV-0016699,PAY-00016102,matched_partial,paid 561.75 / due 2609.24
INV-0016700,PAY-00016103,overpaid,paid 182.52 / due 149.46
INV-0016711,,missing_payment,no payment found
INV-0016712,,missing_payment,no payment found
INV-0016714,,missing_payment,no payment found
INV-0016715,,missing_payment,no payment found
INV-0016717,PAY-00016117|PAY-00016116,duplicate_payment,multiple payments for one invoice
INV-0016720,PAY-00016120,matched_partial,paid 1648.75 / due 2388.40
INV-0016722,,missing_payment,no payment found
INV-0016723,,missing_payment,no payment found
INV-0016726,,missing_payment,no payment found
INV-0016727,PAY-00016124,matched_partial,paid 960.63 / due 2269.06
INV-0016730,PAY-00016127,matched_partial,paid 374.15 / due 652.80
INV-0016732,PAY-00016129|PAY-00016130,duplicate_payment,multiple payments for one invoice
INV-0016734,,missing_payment,no payment found
INV-0016735,,missing_payment,no payment found
INV-0016738,,missing_payment,no payment found
INV-0016746,,missing_payment,no payment found
INV-0016748,PAY-00016142|PAY-00016143,duplicate_payment,multiple payments for one invoice
INV-0016749,PAY-00016144|PAY-00016145,duplicate_payment,multiple payments for one invoice
INV-0016751,,missing_payment,no payment found
INV-0016754,,missing_payment,no payment found
INV-0016761,PAY-00016155,overpaid,paid 4483.55 / due 3757.46
INV-0016766,,missing_payment,no payment found
INV-0016776,,missing_payment,no payment found
INV-0016779,PAY-00016172|PAY-00016171,duplicate_payment,multiple payments for one invoice
INV-0016780,PAY-00016173|PAY-00016174,duplicate_payment,multiple payments for one invoice
INV-0016787,PAY-00016181,matched_partial,paid 1631.77 / due 2801.65
INV-0016790,PAY-00016185|PAY-00016184,duplicate_payment,multiple payments for one invoice
INV-0016794,PAY-00016190|PAY-00016189,duplicate_payment,multiple payments for one invoice
INV-0016795,,missing_payment,no payment found
INV-0016796,,missing_payment,no payment found
INV-0016808,PAY-00016203,overpaid,paid 4419.55 / due 4117.67
INV-0016811,PAY-00016206,matched_partial,paid 962.93 / due 3093.86
INV-0016813,PAY-00016208,matched_partial,paid 432.41 / due 1112.70
INV-0016814,PAY-00016209,matched_partial,paid 3335.06 / due 4876.85
INV-0016815,PAY-00016210,matched_partial,paid 644.79 / due 2094.59
INV-0016816,PAY-00016211,matched_partial,paid 892.33 / due 1007.63
INV-0016817,,missing_payment,no payment found
INV-0016826,,missing_payment,no payment found
INV-0016829,PAY-00016222,matched_partial,paid 1647.46 / due 2373.72
INV-0016833,,missing_payment,no payment found
INV-0016836,PAY-00016230|PAY-00016229,duplicate_payment,multiple payments for one invoice
INV-0016837,PAY-00016231,matched_partial,paid 1192.68 / due 2362.75
INV-0016841,,missing_payment,no payment found
INV-0016849,PAY-00016242,matched_partial,paid 485.69 / due 1911.96
INV-0016851,PAY-00016244,overpaid,paid 5636.91 / due 4373.88
INV-0016855,PAY-00016249|PAY-00016248,duplicate_payment,multiple payments for one invoice
INV-0016858,,missing_payment,no payment found
INV-0016863,PAY-00016256,matched_partial,paid 777.49 / due 2442.25
INV-0016867,PAY-00016260,matched_partial,paid 995.57 / due 4369.68
INV-0016871,,missing_payment,no payment found
INV-0016872,,missing_payment,no payment found
INV-0016879,,missing_payment,no payment found
INV-0016883,,missing_payment,no payment found
INV-0016887,PAY-00016277,matched_partial,paid 1492.54 / due 3519.81
INV-0016889,PAY-00016279|PAY-00016280,duplicate_payment,multiple payments for one invoice
INV-0016890,,missing_payment,no payment found
INV-0016891,PAY-00016282|PAY-00016281,duplicate_payment,multiple payments for one invoice
INV-0016892,,missing_payment,no payment found
INV-0016898,,missing_payment,no payment found
INV-0016905,PAY-00016295,matched_partial,paid 2135.32 / due 4488.71
INV-0016906,,missing_payment,no payment found
INV-0016907,PAY-00016297,matched_partial,paid 210.55 / due 303.41
